TransactionID,AccountID,TransactionAmount,TransactionDate,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Balance_Category,Age_Category,Cluster,Cluster_After_FeatureSelection
TX001403,7,447.95,2023-01-11 17:27:56,63,5,6,29,29.0,75.0,1.0,7544.4,2024-11-04 08:09:20,True,True,False,True,False,False,High,Young,0,0
TX001404,7,279.3,2023-06-22 17:28:02,60,6,7,11,19.0,47.999999999999986,1.0,1193.6099999999992,2024-11-04 08:07:20,True,False,False,False,False,True,Low,Young,0,1
TX001405,6,26.75,2023-05-08 16:25:03,55,3,6,24,33.0,27.0,1.0,12063.77,2024-11-04 08:07:00,True,False,True,False,False,False,Very High,Young,1,0
TX001406,4,611.15,2023-08-11 17:12:30,55,6,4,26,27.0,121.0,1.0,892.8299999999999,2024-11-04 08:09:23,True,False,False,False,False,True,Low,Young,0,1
TX001407,1,275.2,2023-08-24 17:13:38,52,4,3,24,54.0,81.0,1.0,1230.12,2024-11-04 08:09:50,True,False,True,True,False,False,Low,Mature,0,1
TX001408,6,427.79,2023-02-21 17:42:42,53,3,5,19,18.0,189.0,1.0,1479.67,2024-11-04 08:08:54,True,True,False,False,False,True,Low,Young,0,1
TX001409,7,469.13,2023-12-04 17:53:57,54,7,2,26,54.0,139.0,1.0,1265.2799999999997,2024-11-04 08:07:30,False,False,False,False,False,False,Low,Mature,0,1
TX001410,5,102.81,2023-12-04 16:23:00,57,4,4,23,76.0,47.0,1.0,3228.87,2024-11-04 08:08:07,True,True,False,False,True,False,Low,Senior,1,0
TX001411,5,22.610000000000014,2023-12-21 17:56:04,57,5,5,25,19.0,145.0,1.0,1111.67,2024-11-04 08:06:47,True,False,True,False,False,True,Low,Young,0,1
TX001412,6,68.28,2023-06-08 18:54:04,57,8,4,27,56.0,293.0,1.0,3213.16,2024-11-04 08:08:24,True,False,True,True,False,False,Low,Mature,1,0
TX001413,10,33.64999999999998,2023-09-18 17:18:03,52,4,10,22,63.0,146.0,1.0,12719.93,2024-11-04 08:07:24,False,False,True,False,False,False,Very High,Mature,1,0
TX001414,5,362.68,2023-01-16 18:02:19,56,8,5,32,63.0,137.0,1.0,2040.77,2024-11-04 08:06:30,False,False,False,False,True,False,Low,Mature,1,0
TX001415,5,73.23000000000002,2023-06-23 16:41:27,53,6,2,23,20.0,172.0,1.0,1309.85,2024-11-04 08:12:22,True,True,False,False,False,True,Low,Young,0,1
TX001416,8,654.49,2023-11-20 16:31:36,50,6,5,27,25.0,104.0,1.0,164.60999999999967,2024-11-04 08:08:39,False,False,True,False,False,True,Low,Young,0,1
TX001417,6,18.560000000000002,2023-04-24 17:04:21,58,2,5,24,49.0,161.0,1.0,4230.37,2024-11-04 08:07:40,False,True,False,True,False,False,Moderate,Adult,1,0
TX001418,4,389.05,2023-01-06 17:35:08,44,4,4,16,27.0,41.0,1.0,761.0,2024-11-04 08:11:28,True,False,False,False,False,True,Low,Young,0,1
TX001419,7,7.3799999999999955,2023-03-15 16:47:45,56,1,4,20,67.0,105.0,1.0,2923.83,2024-11-04 08:10:18,True,False,True,False,True,False,Low,Senior,1,0
TX001420,9,109.48000000000002,2023-06-26 17:38:22,47,4,4,20,61.0,93.0,1.0,7372.47,2024-11-04 08:07:26,True,False,True,False,True,False,Moderate,Mature,1,0
TX001421,10,66.91,2023-01-30 18:47:17,57,2,4,26,39.0,85.0,1.0,871.1000000000004,2024-11-04 08:10:19,True,False,False,False,False,False,Low,Adult,0,1
TX001422,7,335.48,2023-03-02 16:06:18,60,7,5,25,45.0,155.0,1.0,3023.16,2024-11-04 08:06:45,True,True,False,True,False,False,Low,Adult,0,1
TX001423,2,38.139999999999986,2023-12-28 16:51:20,37,2,3,39,19.0,174.0,1.0,1119.21,2024-11-04 08:09:59,True,False,True,False,False,True,Low,Young,0,1
TX001425,4,360.02,2023-02-09 16:29:06,44,5,10,26,68.0,68.0,1.0,6400.59,2024-11-04 08:08:53,True,False,True,False,True,False,Moderate,Senior,1,0
TX001426,7,567.71,2023-02-06 18:39:23,58,3,6,17,63.0,80.0,1.0,13884.24,2024-11-04 08:10:40,True,False,True,False,False,False,Very High,Mature,1,0
TX001427,8,218.19,2023-05-23 16:29:31,50,8,4,22,19.0,185.0,1.0,620.8299999999999,2024-11-04 08:10:27,True,False,False,False,False,True,Low,Young,0,1
TX001428,6,209.99,2023-09-07 17:19:21,60,3,5,32,19.0,40.000000000000014,1.0,1938.0100000000002,2024-11-04 08:11:39,True,False,False,False,False,True,Low,Young,0,1
TX001429,6,11.019999999999982,2023-11-13 16:32:53,63,5,4,20,19.0,280.0,1.0,964.79,2024-11-04 08:06:56,True,True,False,False,False,True,Low,Young,0,1
TX001430,10,83.43,2023-05-30 16:28:48,52,6,5,18,56.0,109.0,1.0,1870.1599999999999,2024-11-04 08:11:40,True,False,True,False,True,False,Low,Mature,1,0
TX001431,4,344.97,2023-03-20 17:30:52,50,7,9,21,34.0,106.0,1.0,5577.94,2024-11-04 08:09:39,True,False,True,False,False,False,Moderate,Adult,0,1
TX001432,5,172.29000000000002,2023-01-30 17:22:39,41,3,4,19,36.0,283.0,1.0,8700.8,2024-11-04 08:08:42,True,False,False,True,False,False,High,Adult,1,0
TX001433,6,195.54,2023-07-17 16:05:23,59,3,4,23,60.0,255.0,1.0,2794.66,2024-11-04 08:09:01,True,False,True,False,True,False,Low,Mature,1,0
TX001434,7,101.23000000000005,2023-08-04 18:34:01,53,2,3,29,45.0,87.0,1.0,6169.71,2024-11-04 08:06:42,True,False,True,True,False,False,Moderate,Adult,1,0
TX001435,1,180.46,2023-03-13 16:26:30,58,4,8,28,25.0,34.0,1.0,831.75,2024-11-04 08:11:23,True,False,False,False,False,True,Low,Young,0,1
TX001436,4,692.55,2023-03-07 16:51:37,63,4,6,24,53.0,109.0,1.0,2451.56,2024-11-04 08:12:17,True,True,False,False,True,False,Low,Mature,1,1
TX001437,9,147.31,2023-06-12 17:10:27,56,4,5,28,34.0,92.0,1.0,13625.52,2024-11-04 08:07:58,False,False,True,False,False,False,Very High,Adult,1,0
TX001438,2,107.48000000000002,2023-02-07 17:38:18,63,3,3,24,20.0,103.0,1.0,1379.3900000000003,2024-11-04 08:12:07,True,True,False,False,False,True,Low,Young,0,1
TX001440,9,81.50999999999999,2023-08-10 16:10:22,45,5,5,26,25.0,97.0,1.0,865.4899999999998,2024-11-04 08:07:15,True,True,False,False,False,True,Low,Young,0,1
TX001441,7,365.48,2023-05-22 17:59:02,57,7,6,15,76.0,216.0,1.0,7147.4,2024-11-04 08:10:38,False,False,True,False,True,False,Moderate,Senior,1,0
TX001442,5,491.1,2023-06-05 16:08:37,56,2,5,22,35.0,125.0,1.0,7833.85,2024-11-04 08:07:32,False,False,True,True,False,False,High,Adult,1,0
TX001443,4,452.8,2023-11-24 16:45:11,63,5,7,19,80.0,151.0,1.0,4840.67,2024-11-04 08:07:34,True,True,False,False,True,False,Moderate,Senior,1,0
TX001444,4,645.04,2023-12-22 17:08:55,58,7,5,32,70.0,78.0,1.0,7361.47,2024-11-04 08:07:29,True,True,False,False,True,False,Moderate,Senior,1,0
TX001445,5,169.28,2023-03-27 18:08:06,58,3,6,26,45.0,114.0,1.0,5128.44,2024-11-04 08:11:54,True,True,False,False,False,False,Moderate,Adult,1,0
TX001446,6,88.42000000000002,2023-10-18 16:28:19,41,6,4,24,62.0,91.0,1.0,12381.45,2024-11-04 08:09:15,True,False,False,False,False,False,Very High,Mature,1,0
TX001447,5,155.53,2023-03-24 17:04:32,47,3,7,20,29.0,66.0,1.0,4008.05,2024-11-04 08:08:36,True,False,False,True,False,False,Moderate,Young,0,1
TX001449,5,39.24000000000001,2023-11-14 18:33:32,44,4,9,19,77.0,106.0,1.0,6462.41,2024-11-04 08:11:18,True,False,False,False,True,False,Moderate,Senior,1,0
TX001451,3,78.76999999999998,2023-05-08 18:36:59,49,4,8,24,48.0,50.0,1.0,6470.57,2024-11-04 08:06:41,False,False,False,True,False,False,Moderate,Adult,1,0
TX001452,9,26.5,2023-02-08 16:42:59,55,4,9,21,48.0,179.0,1.0,4854.83,2024-11-04 08:07:24,True,False,True,True,False,False,Moderate,Adult,1,0
TX001453,10,83.62,2023-06-22 17:18:09,55,3,1,14,48.0,146.0,1.0,12652.22,2024-11-04 08:12:06,True,False,False,False,False,False,Very High,Adult,1,0
TX001454,6,142.78,2023-05-09 16:40:52,51,6,4,23,68.0,150.0,1.0,11705.88,2024-11-04 08:12:22,True,True,False,False,False,False,Very High,Senior,1,0
TX001455,2,55.99000000000001,2023-11-13 16:16:24,41,1,6,19,35.0,95.0,1.0,932.6099999999997,2024-11-04 08:07:20,True,False,False,False,False,False,Low,Adult,0,1
TX001456,4,774.48,2023-03-06 16:12:45,47,2,5,30,61.0,31.0,1.0,11613.58,2024-11-04 08:08:33,True,True,False,False,False,False,Very High,Mature,1,0
TX001457,6,105.37,2023-05-11 18:31:20,50,4,4,22,25.0,160.0,1.0,1068.5500000000002,2024-11-04 08:09:44,True,False,False,False,False,True,Low,Young,0,1
TX001458,6,118.82999999999998,2023-06-26 16:10:25,50,7,4,23,28.0,295.0,1.0,1616.3000000000002,2024-11-04 08:08:28,True,False,True,False,False,True,Low,Young,0,1
TX001459,5,46.22,2023-11-13 16:41:09,53,5,10,22,23.0,217.0,1.0,471.27999999999975,2024-11-04 08:08:59,True,True,False,False,False,True,Low,Young,0,1
TX001460,9,659.71,2023-05-05 16:10:24,53,4,6,25,21.0,148.0,1.0,106.85999999999967,2024-11-04 08:09:32,False,True,False,False,False,True,Low,Young,0,1
TX001461,2,377.97,2023-11-17 16:50:08,56,7,4,30,72.0,160.0,1.0,2457.1,2024-11-04 08:11:04,True,False,True,False,True,False,Low,Senior,1,0
TX001462,2,114.1,2023-05-22 17:45:02,57,3,2,19,69.0,148.0,1.0,5882.12,2024-11-04 08:11:19,True,True,False,False,True,False,Moderate,Senior,1,0
TX001463,4,11.300000000000011,2023-12-01 16:33:43,47,3,5,22,55.0,41.0,1.0,1938.9899999999998,2024-11-04 08:09:25,False,False,True,False,True,False,Low,Mature,1,0
TX001464,2,95.50000000000003,2023-05-22 16:24:02,59,5,6,18,57.0,17.0,1.0,4079.09,2024-11-04 08:08:19,True,False,True,False,True,False,Moderate,Mature,1,0
TX001465,4,130.93,2023-02-08 16:52:09,56,4,5,23,28.0,149.0,1.0,860.1199999999999,2024-11-04 08:11:18,False,True,False,True,False,False,Low,Young,0,1
TX001466,8,272.97,2023-04-17 18:42:04,57,5,2,25,68.0,174.0,1.0,7811.31,2024-11-04 08:10:58,True,False,True,False,True,False,High,Senior,1,0
TX001467,4,73.35,2023-03-13 16:33:49,53,2,9,20,24.0,47.0,1.0,1181.8400000000006,2024-11-04 08:09:57,True,True,False,False,False,True,Low,Young,0,1
TX001468,4,29.939999999999998,2023-10-13 16:22:08,53,4,4,21,58.0,243.0,1.0,10915.54,2024-11-04 08:12:01,True,False,False,False,False,False,High,Mature,1,0
TX001470,3,50.52000000000001,2023-10-16 16:29:39,57,6,7,20,20.0,140.0,1.0,1121.1899999999996,2024-11-04 08:09:12,True,False,True,False,False,True,Low,Young,0,1
TX001471,5,820.46,2023-04-03 16:22:48,60,3,2,20,53.0,243.0,1.0,5621.86,2024-11-04 08:10:23,False,False,True,True,False,False,Moderate,Mature,1,0
TX001472,2,153.07,2023-04-03 18:37:57,55,6,7,19,56.0,116.0,1.0,8873.43,2024-11-04 08:12:06,True,False,False,True,False,False,High,Mature,1,0
TX001473,9,52.94,2023-06-12 17:36:25,63,3,5,25,41.0,146.0,1.0,6990.92,2024-11-04 08:11:08,True,True,False,False,False,False,Moderate,Adult,1,0
TX001474,8,384.41,2023-04-17 16:53:29,53,2,4,20,60.0,65.0,1.0,7831.56,2024-11-04 08:10:13,True,False,False,True,False,False,High,Mature,1,0
TX001475,4,235.42,2023-07-10 18:34:22,50,3,4,27,51.0,175.0,1.0,6173.23,2024-11-04 08:11:06,True,True,False,False,True,False,Moderate,Mature,1,0
TX001476,5,114.23000000000002,2023-06-07 17:35:50,44,2,6,20,56.0,64.0,1.0,9523.72,2024-11-04 08:06:35,True,False,False,False,False,False,High,Mature,1,0
TX001477,6,12.620000000000005,2023-05-05 16:35:44,41,2,4,30,33.0,61.0,1.0,6420.47,2024-11-04 08:09:03,True,True,False,False,False,False,Moderate,Young,0,0
TX001479,7,373.52,2023-09-25 16:23:23,53,4,3,39,35.0,235.0,1.0,6430.41,2024-11-04 08:11:16,True,False,False,True,False,False,Moderate,Adult,0,1
TX001480,5,336.05,2023-04-24 17:18:18,54,6,5,29,28.0,164.0,1.0,1635.0500000000002,2024-11-04 08:12:13,True,True,False,False,False,True,Low,Young,0,1
TX001481,6,366.93,2023-12-11 18:43:00,56,8,5,22,66.0,33.0,1.0,6697.79,2024-11-04 08:11:33,True,False,True,False,True,False,Moderate,Senior,1,0
TX001482,4,112.26999999999998,2023-10-19 17:34:53,57,6,4,26,58.0,102.0,1.0,7369.89,2024-11-04 08:11:23,True,True,False,False,False,False,Moderate,Mature,1,0
TX001483,6,494.9599999999999,2023-03-31 16:34:38,50,5,5,22,40.0,132.0,1.0,6903.68,2024-11-04 08:08:34,True,False,False,True,False,False,Moderate,Adult,1,0
TX001484,2,561.58,2023-06-23 17:38:26,50,2,3,15,65.0,23.0,1.0,11748.86,2024-11-04 08:06:32,True,False,True,False,False,False,Very High,Senior,1,0
TX001485,3,440.94,2023-09-13 18:38:27,54,7,6,20,42.0,148.0,1.0,7303.23,2024-11-04 08:11:22,True,False,True,False,False,False,Moderate,Adult,1,0
TX001486,7,71.9,2023-02-20 16:28:39,63,5,8,30,29.0,51.0,1.0,10619.35,2024-11-04 08:12:07,True,True,False,False,False,False,High,Young,1,0
TX001487,6,256.66,2023-07-17 17:08:03,55,6,8,19,54.0,137.0,1.0,1794.5,2024-11-04 08:06:55,False,False,True,False,True,False,Low,Mature,1,1
TX001488,3,166.55,2023-07-13 17:51:44,56,5,3,31,59.0,99.0,1.0,12970.21,2024-11-04 08:09:36,False,True,False,False,False,False,Very High,Mature,1,0
TX001489,7,276.26,2023-02-13 17:04:50,47,2,4,19,56.0,143.0,1.0,120.89000000000033,2024-11-04 08:11:47,True,True,False,False,False,False,Low,Mature,0,1
TX001490,4,35.45999999999998,2023-07-18 16:38:11,55,6,6,21,67.0,164.0,1.0,5692.31,2024-11-04 08:10:12,True,False,False,False,False,False,Moderate,Senior,1,0
TX001491,6,38.139999999999986,2023-04-07 16:16:00,39,3,4,13,50.0,165.0,1.0,9879.87,2024-11-04 08:07:16,True,True,False,True,False,False,High,Mature,1,0
TX001492,3,506.26,2023-12-18 18:26:07,47,8,12,32,64.0,86.0,1.0,6266.65,2024-11-04 08:11:53,False,False,False,False,True,False,Moderate,Mature,1,0
TX001493,3,736.32,2023-04-12 17:06:06,55,6,8,25,31.0,28.0,1.0,14268.95,2024-11-04 08:10:23,True,False,True,False,False,False,Very High,Young,1,0
TX001494,12,389.43,2023-11-27 18:01:47,50,5,3,28,52.0,151.0,1.0,6449.83,2024-11-04 08:10:57,False,False,False,True,False,False,Moderate,Mature,1,0
TX001495,2,25.579999999999984,2023-11-16 16:33:22,59,5,4,21,60.0,166.0,1.0,6741.41,2024-11-04 08:06:29,True,False,False,True,False,False,Moderate,Mature,1,0
TX001496,4,446.1,2023-09-19 17:45:19,57,6,5,30,25.0,243.0,1.0,1008.4400000000005,2024-11-04 08:08:30,True,False,False,False,False,True,Low,Young,0,1
TX001497,8,147.74,2023-09-05 16:52:06,55,2,3,19,23.0,15.0,1.0,1711.7799999999997,2024-11-04 08:12:18,True,True,False,False,False,True,Low,Young,0,1
TX001499,4,46.22999999999999,2023-05-29 17:45:26,58,2,5,29,77.0,282.0,1.0,5107.75,2024-11-04 08:09:46,True,False,True,False,True,False,Moderate,Senior,1,0
TX001500,5,265.37,2023-05-26 17:56:17,45,2,4,30,33.0,77.0,1.0,5229.95,2024-11-04 08:09:20,True,True,False,True,False,False,Moderate,Young,0,1
TX001501,3,342.57,2023-02-03 17:10:00,57,2,8,27,20.0,91.0,1.0,339.15999999999985,2024-11-04 08:09:51,True,False,True,False,False,True,Low,Young,0,1
TX001502,7,417.26,2023-02-27 17:01:24,52,5,4,22,32.0,45.0,1.0,10442.48,2024-11-04 08:11:53,False,False,True,False,False,False,High,Young,1,0
TX001503,5,33.629999999999995,2023-11-03 16:50:08,47,3,9,19,63.0,76.0,1.0,4324.4,2024-11-04 08:10:52,True,False,True,False,True,False,Moderate,Mature,1,0
TX001504,5,64.57999999999998,2023-12-04 18:06:30,41,5,6,20,55.0,173.0,1.0,6292.29,2024-11-04 08:11:27,True,True,False,False,True,False,Moderate,Mature,1,0
TX001505,6,23.230000000000018,2023-04-20 16:34:59,56,7,4,25,21.0,122.0,1.0,269.0100000000002,2024-11-04 08:09:54,False,True,False,False,False,True,Low,Young,0,1
TX001506,5,160.52,2023-08-07 16:15:05,53,3,5,19,78.0,112.0,1.0,5379.25,2024-11-04 08:07:59,False,False,False,False,True,False,Moderate,Senior,1,0
TX001508,3,285.49,2023-08-11 18:42:10,63,5,5,25,53.0,109.0,1.0,6366.84,2024-11-04 08:12:14,False,True,False,False,False,False,Moderate,Mature,1,0
TX001509,2,71.87,2023-01-16 18:03:02,52,5,4,26,22.0,258.0,1.0,1839.1,2024-11-04 08:12:07,True,False,False,False,False,True,Low,Young,0,1
TX001510,5,308.8,2023-12-26 16:08:51,47,2,4,24,53.0,41.0,1.0,3966.54,2024-11-04 08:09:59,True,False,False,False,True,False,Moderate,Mature,1,0
TX001511,7,135.35,2023-07-28 18:42:51,56,4,6,21,33.0,82.0,1.0,9983.36,2024-11-04 08:07:24,True,True,False,True,False,False,High,Young,1,0
TX001512,9,288.43,2023-05-08 16:37:53,50,3,4,16,66.0,72.0,1.0,4577.09,2024-11-04 08:09:00,True,True,False,False,True,False,Moderate,Senior,1,0
TX001513,6,147.46000000000004,2023-10-12 16:58:25,37,6,5,25,65.0,205.0,1.0,7458.03,2024-11-04 08:11:31,False,False,True,False,False,False,Moderate,Senior,1,0
TX001514,4,214.15,2023-10-30 17:07:54,55,7,3,25,32.0,217.0,1.0,6397.29,2024-11-04 08:10:59,True,True,False,True,False,False,Moderate,Young,0,1
TX001516,3,170.36,2023-03-27 16:56:29,55,5,9,27,30.0,118.0,1.0,6034.73,2024-11-04 08:09:24,True,False,False,False,False,False,Moderate,Young,0,1
TX001518,4,736.53,2023-05-10 17:05:08,58,9,3,31,55.0,120.0,1.0,9826.26,2024-11-04 08:09:38,True,False,False,True,False,False,High,Mature,1,0
TX001519,5,213.42,2023-07-27 17:30:14,47,4,4,25,45.0,17.0,1.0,3736.38,2024-11-04 08:11:26,True,False,False,True,False,False,Low,Adult,1,0
TX001520,7,94.09,2023-09-12 16:32:09,56,3,4,25,27.0,203.0,1.0,646.8500000000004,2024-11-04 08:10:29,True,True,False,False,False,True,Low,Young,0,1
TX001521,4,91.23000000000002,2023-05-15 16:13:54,57,5,3,24,72.0,86.0,1.0,6385.12,2024-11-04 08:08:29,True,False,False,False,True,False,Moderate,Senior,1,0
TX001522,7,263.92,2023-07-26 17:56:54,51,1,3,23,57.0,233.0,1.0,4161.71,2024-11-04 08:10:43,False,True,False,False,True,False,Moderate,Mature,1,0
TX001523,7,77.5,2023-05-23 16:44:55,60,3,5,23,51.0,201.0,1.0,11079.77,2024-11-04 08:08:15,False,False,True,False,False,False,High,Mature,1,0
TX001524,4,3.6499999999999773,2023-02-13 17:48:36,56,3,4,21,69.0,146.0,1.0,10017.11,2024-11-04 08:11:01,True,False,True,False,False,False,High,Senior,1,0
TX001525,4,43.879999999999995,2023-11-13 17:43:37,57,1,9,31,26.0,251.0,1.0,1644.0900000000001,2024-11-04 08:08:21,False,False,True,False,False,True,Low,Young,0,1
TX001526,6,591.98,2023-04-28 16:32:10,41,8,3,14,28.0,132.0,1.0,387.64999999999964,2024-11-04 08:07:44,True,False,False,False,False,True,Low,Young,0,1
TX001527,5,224.79,2023-08-22 16:34:34,57,1,3,21,18.0,129.0,1.0,528.3800000000001,2024-11-04 08:10:25,True,False,True,False,False,True,Low,Young,0,1
TX001528,3,64.30000000000001,2023-09-04 17:36:40,47,3,7,29,55.0,67.0,1.0,7530.3,2024-11-04 08:11:58,True,False,False,False,True,False,Moderate,Mature,1,0
TX001529,7,111.79000000000005,2023-12-26 17:40:23,53,5,3,20,62.0,49.0,1.0,10887.59,2024-11-04 08:11:34,True,False,True,False,False,False,High,Mature,1,0
TX001531,6,613.7,2023-02-22 17:33:56,60,8,3,21,61.0,37.0,1.0,7307.11,2024-11-04 08:10:53,False,True,False,False,True,False,Moderate,Mature,1,0
TX001533,6,170.45,2023-01-05 16:56:49,53,8,3,39,60.0,199.0,1.0,2284.41,2024-11-04 08:09:17,True,True,False,True,False,False,Low,Mature,1,0
TX001534,4,344.27,2023-09-19 17:23:14,54,6,3,18,22.0,123.0,1.0,1918.3599999999997,2024-11-04 08:09:37,True,True,False,False,False,True,Low,Young,0,1
TX001535,7,872.72,2023-04-24 16:47:17,45,3,3,25,22.0,288.0,1.0,503.0100000000002,2024-11-04 08:10:49,True,False,True,False,False,True,Low,Young,0,1
TX001536,10,292.95,2023-02-16 16:23:11,58,4,7,21,37.0,56.0,1.0,1216.9099999999999,2024-11-04 08:11:13,True,True,False,True,False,False,Low,Adult,0,1
TX001537,7,28.439999999999998,2023-08-31 17:43:38,58,3,4,26,18.0,243.0,1.0,1071.04,2024-11-04 08:09:03,True,False,False,False,False,True,Low,Young,0,1
TX001538,5,209.02,2023-03-03 17:08:36,41,5,3,20,21.0,74.0,1.0,187.89999999999964,2024-11-04 08:11:19,True,False,False,False,False,True,Low,Young,0,1
TX001539,6,20.05000000000001,2023-11-29 17:43:51,56,3,4,24,72.0,171.0,1.0,7145.67,2024-11-04 08:08:00,True,False,False,False,True,False,Moderate,Senior,1,0
TX001540,3,175.02,2023-04-10 16:23:53,50,4,1,19,28.0,71.0,1.0,1493.88,2024-11-04 08:09:21,True,False,True,False,False,True,Low,Young,0,1
TX001541,5,89.5,2023-08-21 16:22:06,47,5,9,20,41.0,134.0,1.0,8658.95,2024-11-04 08:09:01,False,True,False,True,False,False,High,Adult,1,0
TX001542,5,69.95999999999998,2023-10-16 17:43:00,47,3,4,27,28.0,31.0,1.0,164.1199999999999,2024-11-04 08:08:13,True,True,False,False,False,True,Low,Young,0,1
TX001543,6,146.51,2023-01-25 17:12:17,37,2,7,23,53.0,68.0,1.0,7089.9,2024-11-04 08:10:39,True,False,False,True,False,False,Moderate,Mature,1,0
TX001544,12,376.78,2023-08-14 17:25:14,52,7,6,23,21.0,88.0,1.0,841.6499999999996,2024-11-04 08:07:49,False,False,True,False,False,True,Low,Young,0,1
TX001545,12,148.53999999999996,2023-12-22 16:25:16,47,3,5,21,71.0,107.0,1.0,5677.05,2024-11-04 08:11:52,False,True,False,False,True,False,Moderate,Senior,1,0
TX001546,2,388.77,2023-12-11 16:57:08,53,4,9,31,26.0,30.0,1.0,1658.4899999999998,2024-11-04 08:11:05,False,False,True,False,False,True,Low,Young,0,1
TX001547,4,100.38000000000002,2023-11-27 17:51:15,57,9,4,27,63.0,49.0,1.0,10171.68,2024-11-04 08:09:18,True,True,False,False,False,False,High,Mature,1,0
TX001548,8,137.23,2023-04-07 16:50:22,58,2,4,27,64.0,63.0,1.0,13847.99,2024-11-04 08:08:41,True,True,False,False,False,False,Very High,Mature,1,0
TX001549,4,870.3,2023-08-28 17:56:39,53,2,9,24,51.0,229.0,1.0,3688.98,2024-11-04 08:08:54,True,False,False,False,True,False,Low,Mature,1,1
TX001550,8,458.94,2023-07-18 18:06:23,55,5,7,20,52.0,180.0,1.0,5619.95,2024-11-04 08:08:35,True,True,False,True,False,False,Moderate,Mature,1,0
TX001551,7,327.35,2023-09-25 18:48:58,58,7,2,26,20.0,175.0,1.0,342.0799999999999,2024-11-04 08:11:19,False,True,False,False,False,True,Low,Young,0,1
TX001552,6,757.15,2023-01-17 16:53:08,55,3,8,24,53.0,38.0,1.0,4702.86,2024-11-04 08:08:06,True,False,True,True,False,False,Moderate,Mature,1,0
TX001553,2,5.639999999999986,2023-03-08 16:57:30,57,2,8,25,59.0,47.0,1.0,12703.24,2024-11-04 08:11:10,True,False,True,False,False,False,Very High,Mature,1,0
TX001554,6,47.22999999999999,2023-08-03 18:18:56,58,4,4,19,73.0,160.0,1.0,6659.81,2024-11-04 08:11:07,False,False,True,False,True,False,Moderate,Senior,1,0
TX001555,6,239.41,2023-11-01 17:23:46,47,4,5,25,42.0,248.0,1.0,7860.65,2024-11-04 08:07:19,False,False,True,False,False,False,High,Adult,1,0
TX001556,8,7.480000000000018,2023-07-03 16:46:20,54,2,5,31,55.0,29.0,1.0,1275.1999999999998,2024-11-04 08:12:21,True,False,False,True,False,False,Low,Mature,1,0
TX001557,3,170.97,2023-05-01 17:04:30,52,2,6,22,26.0,292.0,1.0,1265.27,2024-11-04 08:07:51,True,True,False,False,False,True,Low,Young,0,1
TX001559,10,659.15,2023-01-31 16:02:23,57,7,5,32,22.0,204.0,1.0,1241.5900000000001,2024-11-04 08:06:24,True,False,False,False,False,True,Low,Young,0,1
TX001560,6,31.53000000000003,2023-12-20 17:15:14,54,3,4,19,25.0,283.0,1.0,874.9300000000003,2024-11-04 08:06:33,True,False,True,False,False,True,Low,Young,0,1
TX001561,12,111.66,2023-06-07 18:18:32,45,6,2,30,48.0,140.0,1.0,5716.72,2024-11-04 08:07:36,False,False,True,True,False,False,Moderate,Adult,1,0
TX001562,4,250.01,2023-11-06 16:28:15,54,3,6,26,62.0,88.0,1.0,1541.48,2024-11-04 08:12:10,True,False,False,False,True,False,Low,Mature,1,0
TX001563,1,554.15,2023-04-18 17:17:37,55,1,7,32,49.0,108.0,1.0,14817.22,2024-11-04 08:12:11,True,False,False,False,False,False,Very High,Adult,1,0
TX001564,4,598.66,2023-01-10 16:51:44,63,3,3,20,32.0,222.0,1.0,2587.11,2024-11-04 08:11:41,False,True,False,True,False,False,Low,Young,0,1
TX001565,7,28.379999999999995,2023-05-18 16:24:16,50,5,7,21,55.0,98.0,1.0,173.69999999999982,2024-11-04 08:08:56,True,True,False,False,False,False,Low,Mature,0,1
TX001566,6,16.80000000000001,2023-11-27 17:01:48,51,3,7,23,49.0,94.0,1.0,11847.07,2024-11-04 08:09:51,True,False,False,False,False,False,Very High,Adult,1,0
TX001567,3,896.79,2023-11-06 16:35:59,44,6,4,22,33.0,168.0,1.0,11146.74,2024-11-04 08:06:45,True,False,True,False,False,False,High,Young,1,0
TX001568,8,159.0,2023-03-06 18:04:32,49,5,5,26,49.0,38.0,1.0,369.78999999999996,2024-11-04 08:08:35,True,False,False,True,False,False,Low,Adult,0,1
TX001569,5,56.31,2023-09-27 17:54:16,56,7,6,25,75.0,195.0,1.0,6396.08,2024-11-04 08:08:12,False,False,True,False,True,False,Moderate,Senior,1,0
TX001570,5,203.99,2023-01-20 16:34:35,58,4,5,21,52.0,215.0,1.0,4840.31,2024-11-04 08:09:52,True,False,True,False,True,False,Moderate,Mature,1,0
TX001571,9,50.99000000000001,2023-10-31 16:45:07,55,4,8,24,29.0,76.0,1.0,1334.6,2024-11-04 08:10:00,True,True,False,False,False,False,Low,Young,0,1
TX001572,7,101.28000000000003,2023-08-23 18:19:06,56,2,3,17,32.0,75.0,1.0,2774.35,2024-11-04 08:06:44,False,False,True,True,False,False,Low,Young,0,1
